罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,伊勢原,大山,142140,神奈川県,伊勢原市,子易,2018-10-24,11,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊勢原,大田,142140,神奈川県,伊勢原市,小稲葉,2018-12-14,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,伊勢原,大田,142140,神奈川県,伊勢原市,小稲葉,2018-12-14,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,中町３丁目,2018-03-09,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,中町３丁目,2018-06-14,02,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,中町４丁目,2018-04-18,09,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,中町４丁目,2018-10-27,20,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,本厚木駅前,142123,神奈川県,厚木市,妻田南１丁目,2018-01-15,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,飯山,2018-02-07,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,飯山,2018-03-06,10,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,飯山,2018-03-14,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,飯山,2018-10-17,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,恩名２丁目,2018-06-07,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,戸室１丁目,2018-07-11,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,戸室１丁目,2018-07-14,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,戸室１丁目,2018-08-14,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,戸室３丁目,2018-03-06,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,戸室４丁目,2017-05-22,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,戸室５丁目,2018-04-19,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,温水,2018-01-21,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,林２丁目,2018-05-28,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,緑ケ丘,142123,神奈川県,厚木市,林３丁目,2018-05-29,01,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,工業団地,142123,神奈川県,厚木市,上依知,2018-12-25,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,工業団地,142123,神奈川県,厚木市,下川入,2018-10-09,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,工業団地,142123,神奈川県,厚木市,山際,2018-02-13,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,工業団地,142123,神奈川県,厚木市,山際,2018-03-05,20,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,工業団地,142123,神奈川県,厚木市,山際,2018-03-24,02,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,工業団地,142123,神奈川県,厚木市,山際,2018-07-26,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,工業団地,142123,神奈川県,厚木市,山際,2018-07-26,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,吾妻町,2018-02-14,11,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,及川１丁目,2018-10-11,00,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,及川１丁目,2018-12-28,16,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,松枝１丁目,2018-06-12,08,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田東１丁目,2018-03-31,23,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田東１丁目,2018-04-03,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田東１丁目,2018-10-29,18,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田東３丁目,2018-01-09,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田東３丁目,2018-03-21,21,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田南１丁目,2017-12-25,21,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田南１丁目,2018-01-01,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田南２丁目,2018-12-06,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田西１丁目,2018-06-28,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田西２丁目,2018-01-22,16,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田西３丁目,2018-02-10,07,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田西３丁目,2018-08-22,17,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田北１丁目,2018-01-07,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田北１丁目,2018-01-30,20,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,妻田,142123,神奈川県,厚木市,妻田北１丁目,2018-05-31,08,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,酒井,142123,神奈川県,厚木市,岡田２丁目,2018-11-25,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,酒井,142123,神奈川県,厚木市,岡田４丁目,2018-06-22,14,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,酒井,142123,神奈川県,厚木市,岡田５丁目,2018-06-22,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,酒井,142123,神奈川県,厚木市,酒井,2018-11-20,10,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,酒井,142123,神奈川県,厚木市,酒井,2018-11-20,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,酒井,142123,神奈川県,厚木市,戸田,2018-03-11,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,酒井,142123,神奈川県,厚木市,戸田,2018-03-11,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,酒井,142123,神奈川県,厚木市,戸田,2018-03-12,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,半原,144011,神奈川県,愛川町,半原,2018-02-27,12,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,依知,142123,神奈川県,厚木市,下依知３丁目,2018-04-07,19,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,依知,142123,神奈川県,厚木市,下依知３丁目,2018-09-21,22,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,依知,142123,神奈川県,厚木市,関口,2018-04-04,10,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,依知,142123,神奈川県,厚木市,中依知,2017-09-30,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,依知,142123,神奈川県,厚木市,山際,2018-04-30,05,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,依知,142123,神奈川県,厚木市,山際,2018-10-18,22,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲,2018-02-21,06,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲１丁目,2018-03-31,13,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲１丁目,2018-04-02,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲１丁目,2018-06-21,11,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲２丁目,2018-02-14,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲２丁目,2018-03-31,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲３丁目,2018-06-15,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲３丁目,2018-07-31,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲３丁目,2018-10-20,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲４丁目,2018-04-06,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲４丁目,2018-05-08,06,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲４丁目,2018-05-10,18,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,愛甲４丁目,2018-10-09,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,船子,2017-11-04,12,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,船子,2018-04-01,15,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,船子,2018-04-26,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,船子,2018-05-12,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,愛甲石田駅前,142123,神奈川県,厚木市,船子,2018-11-15,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,中津,144011,神奈川県,愛川町,中津,2017-06-15,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,中津,144011,神奈川県,愛川町,中津,2018-01-09,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,中津,144011,神奈川県,愛川町,中津,2018-01-09,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,中津,144011,神奈川県,愛川町,中津,2018-01-23,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,中津,144011,神奈川県,愛川町,中津,2018-07-26,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,中津,144011,神奈川県,愛川町,中津,2018-10-06,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,中津,144011,神奈川県,愛川町,中津,2018-10-15,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,中津,144011,神奈川県,愛川町,中津,2018-10-19,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,中津,144011,神奈川県,愛川町,中津,2018-10-26,07,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,南毛利,142123,神奈川県,厚木市,長谷,2018-02-19,07,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,南毛利,142123,神奈川県,厚木市,長谷,2018-04-18,10,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,南毛利,142123,神奈川県,厚木市,長谷,2018-04-19,10,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,南毛利,142123,神奈川県,厚木市,長谷,2018-04-26,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,南毛利,142123,神奈川県,厚木市,長谷,2018-10-11,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,南毛利,142123,神奈川県,厚木市,温水西１丁目,2018-05-01,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,南毛利,142123,神奈川県,厚木市,温水西１丁目,2018-06-17,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,南毛利,142123,神奈川県,厚木市,温水西２丁目,2018-04-29,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,玉川,142123,神奈川県,厚木市,小野,2018-07-07,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,玉川,142123,神奈川県,厚木市,森の里３丁目,2018-09-28,17,４階建て以上共同住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,小鮎,142123,神奈川県,厚木市,飯山,2018-03-10,15,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,小鮎,142123,神奈川県,厚木市,飯山,2018-03-29,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,小鮎,142123,神奈川県,厚木市,飯山,2018-10-17,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,三田,142123,神奈川県,厚木市,三田,2018-01-12,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,三田,142123,神奈川県,厚木市,三田,2018-01-18,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,三田,142123,神奈川県,厚木市,三田,2018-05-20,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,三田,142123,神奈川県,厚木市,三田,2018-11-08,12,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,三田,142123,神奈川県,厚木市,棚沢,2018-03-13,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,三田,142123,神奈川県,厚木市,棚沢,2018-07-11,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,三田,142123,神奈川県,厚木市,三田南１丁目,2018-02-23,12,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,三田,142123,神奈川県,厚木市,三田南１丁目,2018-09-21,08,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2018-02-15,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2018-03-29,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2018-10-09,12,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2018-11-02,22,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,下荻野,142123,神奈川県,厚木市,下荻野,2018-12-17,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,下荻野,142123,神奈川県,厚木市,宮の里１丁目,2018-09-05,06,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,下荻野,142123,神奈川県,厚木市,宮の里２丁目,2018-06-10,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,下荻野,142123,神奈川県,厚木市,宮の里４丁目,2018-12-14,19,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,下荻野,142123,神奈川県,厚木市,宮の里４丁目,2018-12-20,11,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,下荻野,142123,神奈川県,厚木市,三田南１丁目,2018-03-08,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,下荻野,142123,神奈川県,厚木市,三田南３丁目,2018-01-12,08,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,上荻野,142123,神奈川県,厚木市,上荻野,2018-07-08,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,上荻野,142123,神奈川県,厚木市,上荻野,2018-10-28,09,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,上荻野,142123,神奈川県,厚木市,みはる野２丁目,2018-06-13,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,上荻野,142123,神奈川県,厚木市,みはる野２丁目,2018-08-10,12,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,鳶尾,142123,神奈川県,厚木市,鳶尾４丁目,2018-06-21,17,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,鳶尾,142123,神奈川県,厚木市,鳶尾４丁目,2018-06-23,19,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,鳶尾,142123,神奈川県,厚木市,鳶尾５丁目,2018-12-18,07,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,高峰,144011,神奈川県,愛川町,三増,2018-02-01,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,高峰,144011,神奈川県,愛川町,三増,2018-02-01,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,厚木,毛利台,142123,神奈川県,厚木市,愛名,2018-11-23,15,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,毛利台,142123,神奈川県,厚木市,毛利台１丁目,2017-12-30,00,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,毛利台,142123,神奈川県,厚木市,毛利台１丁目,2018-02-13,08,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,毛利台,142123,神奈川県,厚木市,毛利台１丁目,2018-03-10,08,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,厚木,毛利台,142123,神奈川県,厚木市,毛利台２丁目,2018-07-12,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,上溝,141526,神奈川県,相模原市中央区,上溝７丁目,2018-11-12,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,星が丘,141526,神奈川県,相模原市中央区,星が丘２丁目,2018-02-28,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,星が丘,141526,神奈川県,相模原市中央区,星が丘３丁目,2018-05-15,18,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,星が丘,141526,神奈川県,相模原市中央区,弥栄２丁目,2018-04-12,06,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,星が丘,141526,神奈川県,相模原市中央区,陽光台２丁目,2018-05-25,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,星が丘,141526,神奈川県,相模原市中央区,陽光台４丁目,2018-06-30,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,東淵野辺２丁目,2018-12-14,06,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,東淵野辺２丁目,2018-12-14,15,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,東淵野辺５丁目,2018-05-15,13,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,淵野辺４丁目,2018-11-17,13,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,共和４丁目,2018-05-13,06,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,東淵野辺４丁目,2018-06-14,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,矢部１丁目,2018-10-04,23,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,相模原駅前,141526,神奈川県,相模原市中央区,,2018-09-20,20,一戸建住宅,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,横山,141526,神奈川県,相模原市中央区,下九沢,2017-10-20,09,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,横山,141526,神奈川県,相模原市中央区,中央４丁目,2018-08-29,14,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,横山,141526,神奈川県,相模原市中央区,南橋本３丁目,2018-02-21,06,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,横山,141526,神奈川県,相模原市中央区,横山３丁目,2018-01-14,03,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,横山,141526,神奈川県,相模原市中央区,横山５丁目,2018-10-15,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相模原,横山,141526,神奈川県,相模原市中央区,横山台２丁目,2018-03-03,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,相生,141526,神奈川県,相模原市中央区,並木４丁目,2018-01-24,01,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,相模原,相生,141526,神奈川県,相模原市中央区,光が丘３丁目,2017-12-13,23,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
