罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2019/6/11,17,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2019/8/9,16,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2019/8/19,10,４階建て以上共同住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2019/9/12,17,４階建て以上共同住宅,10歳代,小学生,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2019/9/26,17,４階建て以上共同住宅,10歳代,中学生,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2019/9/30,20,４階建て以上共同住宅,40歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2019/10/13,12,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2019/10/14,17,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,神明町１丁目,2019/4/6,2,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,神明町１丁目,2019/5/11,23,道路上,10歳代,小学生,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,神明町１丁目,2019/8/22,10,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,神明町１丁目,2019/8/28,19,道路上,50歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,神明町１丁目,2019/9/7,0,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,幸,河原町,141321,神奈川県,川崎市幸区,戸手４丁目,2019/9/8,14,４階建て以上共同住宅,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,馬絹１丁目,2019/5/27,16,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,馬絹２丁目,2019/11/2,1,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,馬絹５丁目,2019/10/26,18,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,宮崎１丁目,2019/9/26,9,その他,50歳代,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,宮崎２丁目,2019/5/27,17,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,宮崎２丁目,2019/10/8,20,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,馬絹,141364,神奈川県,川崎市宮前区,宮崎２丁目,2019/10/9,19,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,小台１丁目,2019/5/22,7,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,小台１丁目,2019/5/22,10,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,小台１丁目,2019/7/24,7,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,鷺沼２丁目,2018/12/16,2,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,鷺沼２丁目,2019/11/10,20,一戸建住宅,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,鷺沼３丁目,2019/4/29,1,道路上,10歳代,小学生,施錠せず
窃盗,自転車盗,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,犬蔵２丁目,2019/4/10,16,４階建て以上共同住宅,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,菅生１丁目,2019/10/30,16,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,菅生１丁目,2019/12/17,21,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,菅生２丁目,2019/5/23,8,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,菅生４丁目,2019/7/11,20,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,菅生５丁目,2019/11/7,8,一戸建住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,犬蔵３丁目,2019/11/19,13,一戸建住宅,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,初山２丁目,2019/12/3,16,４階建て以上共同住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,水沢２丁目,2019/3/11,15,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,蔵敷,141364,神奈川県,川崎市宮前区,水沢３丁目,2019/4/2,21,一戸建住宅,65-69歳,その他,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,神木２丁目,2019/9/5,16,その他の住宅（３階建て以下共同住宅等）,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,神木本町１丁目,2019/6/25,18,一戸建住宅,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,神木本町２丁目,2019/4/6,22,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,神木本町２丁目,2019/5/7,16,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,神木本町３丁目,2019/6/20,19,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,神木本町４丁目,2019/10/20,18,一戸建住宅,20歳代,大学生,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,平２丁目,2019/8/14,10,その他,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,平２丁目,2019/11/8,13,道路上,10歳代,その他,施錠せず
窃盗,自転車盗,宮前,神木,141364,神奈川県,川崎市宮前区,平３丁目,2019/9/20,19,４階建て以上共同住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,土橋１丁目,2019/3/16,18,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,土橋１丁目,2019/7/8,6,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,土橋１丁目,2019/9/12,12,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,土橋１丁目,2019/10/5,10,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,土橋５丁目,2019/8/7,16,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,土橋６丁目,2019/1/19,2,道路上,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,宮崎２丁目,2018/8/22,16,４階建て以上共同住宅,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,宮前平１丁目,2019/9/20,8,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,宮前平２丁目,2019/3/22,18,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,宮前平３丁目,2019/6/11,7,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,宮前平３丁目,2019/8/1,22,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,南平台,2019/10/29,22,その他の住宅（３階建て以下共同住宅等）,10歳代,大学生,施錠せず
窃盗,自転車盗,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,南平台,2019/11/28,19,その他の住宅（３階建て以下共同住宅等）,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,野川,141364,神奈川県,川崎市宮前区,小台１丁目,2019/12/17,18,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,宮前,野川,141364,神奈川県,川崎市宮前区,野川,2019/3/21,19,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,野川,141364,神奈川県,川崎市宮前区,野川,2019/5/8,8,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,野川,141364,神奈川県,川崎市宮前区,野川,2019/9/2,12,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,宮前,野川,141364,神奈川県,川崎市宮前区,野川本町３丁目,2019/9/17,15,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,有馬,141364,神奈川県,川崎市宮前区,有馬３丁目,2019/9/23,22,道路上,50歳代,その他,施錠せず
窃盗,自転車盗,宮前,有馬,141364,神奈川県,川崎市宮前区,有馬５丁目,2019/12/21,21,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,宮前,有馬,141364,神奈川県,川崎市宮前区,有馬６丁目,2019/8/23,16,４階建て以上共同住宅,65-69歳,その他,施錠せず
窃盗,自転車盗,宮前,有馬,141364,神奈川県,川崎市宮前区,東有馬２丁目,2019/4/8,20,一戸建住宅,20歳代,その他,施錠せず
窃盗,自転車盗,宮前,有馬,141364,神奈川県,川崎市宮前区,東有馬２丁目,2019/12/22,16,その他の住宅（３階建て以下共同住宅等）,10歳代,高校生,施錠せず
窃盗,自転車盗,宮前,有馬,141364,神奈川県,川崎市宮前区,東有馬３丁目,2019/9/22,18,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,武山,142018,神奈川県,横須賀市,長坂３丁目,2019/7/9,16,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,横須賀,武山,142018,神奈川県,横須賀市,林１丁目,2019/2/25,12,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,横須賀,武山,142018,神奈川県,横須賀市,林２丁目,2019/10/9,20,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,横須賀,武山,142018,神奈川県,横須賀市,林４丁目,2019/11/11,12,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,小川町,2019/3/1,11,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,日の出町１丁目,2019/9/10,17,道路上,50歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,日の出町２丁目,2019/5/2,16,一戸建住宅,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,日の出町３丁目,2019/6/26,20,その他の住宅（３階建て以下共同住宅等）,20歳代,大学生,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,深田台,2019/7/6,15,道路上,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,米が浜通１丁目,2019/9/29,20,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,米が浜通１丁目,2019/11/7,13,その他,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町１丁目,2017/3/30,19,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町１丁目,2018/6/4,23,その他,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町１丁目,2019/6/25,6,道路上,65-69歳,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町２丁目,2019/2/8,18,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町２丁目,2019/7/1,7,道路上,10歳代,中学生,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町３丁目,2019/1/9,16,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町３丁目,2019/6/20,23,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,汐入町２丁目,2019/3/31,16,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,汐入町２丁目,2019/5/11,14,道路上,10歳代,中学生,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,汐入町２丁目,2019/6/23,1,道路上,65-69歳,その他,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,汐入町２丁目,2019/8/30,18,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,汐入町２丁目,2019/12/11,22,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,西逸見町１丁目,2019/3/15,7,その他,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,本町,142018,神奈川県,横須賀市,本町２丁目,2019/9/5,15,４階建て以上共同住宅,50歳代,その他,施錠せず
窃盗,自転車盗,横須賀,逸見駅前,142018,神奈川県,横須賀市,,2018/10/11,0,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,横須賀,坂本町,142018,神奈川県,横須賀市,坂本町２丁目,2019/2/12,7,一戸建住宅,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,坂本町,142018,神奈川県,横須賀市,坂本町５丁目,2019/5/4,23,道路上,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,坂本町,142018,神奈川県,横須賀市,鶴が丘２丁目,2019/5/18,11,一戸建住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,富士見町２丁目,2019/7/8,21,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,三春町１丁目,2019/5/29,22,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,三春町１丁目,2019/7/23,7,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,三春町１丁目,2019/9/3,19,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,三春町１丁目,2019/11/6,11,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,横須賀,安浦町,142018,神奈川県,横須賀市,安浦町１丁目,2019/4/4,19,その他の住宅（３階建て以下共同住宅等）,20歳代,その他,施錠せず
